lon,lat,value,qc_reason
120.6,23.98,25.6,
120.63,23.98,25.6,
120.66,23.98,25.6,
120.69,23.98,23.3,
120.72,23.98,22.1,
120.75,23.98,24.9,
120.78,23.98,24.5,
120.81,23.98,24.9,
120.84,23.98,24.9,
120.87,23.98,25.3,
120.9,23.98,21.3,
120.93,23.98,18.5,
120.96,23.98,18.3,
120.99,23.98,19.3,
121.02,23.98,20.1,
121.05,23.98,13.5,
121.08,23.98,9.3,
121.11,23.98,11.3,
121.14,23.98,4.7,
121.17,23.98,7.9,
121.2,23.98,11.5,
121.23,23.98,11.8,
121.26,23.98,16.1,
121.29,23.98,16.2,
121.32,23.98,23.6,
121.35,23.98,26.0,
121.38,23.98,20.7,
121.41,23.98,21.9,
121.44,23.98,27.0,
121.47,23.98,26.1,
121.5,23.98,26.0,
120.24,24.01,26.0,
120.27,24.01,26.1,
120.3,24.01,27.0,
120.33,24.01,26.3,
120.36,24.01,26.3,
120.39,24.01,26.2,
120.42,24.01,26.3,
120.45,24.01,26.3,
120.48,24.01,25.1,
120.51,24.01,26.2,
120.54,24.01,25.3,
120.57,24.01,26.2,
120.6,24.01,26.1,
120.63,24.01,25.4,
120.66,24.01,22.8,
120.69,24.01,25.8,
120.72,24.01,25.6,
120.75,24.01,24.2,
120.78,24.01,23.9,
120.81,24.01,22.8,
120.84,24.01,25.6,
120.87,24.01,24.5,
120.9,24.01,21.0,
120.93,24.01,24.7,
120.96,24.01,25.1,
120.99,24.01,23.2,
121.02,24.01,22.6,
121.05,24.01,22.0,
121.08,24.01,20.7,
121.11,24.01,16.6,
121.14,24.01,11.3,
121.17,24.01,14.0,
121.2,24.01,19.8,
121.23,24.01,23.4,
121.26,24.01,25.1,
121.29,24.01,25.6,
121.32,24.01,22.5,
121.35,24.01,18.7,
121.38,24.01,19.9,
121.41,24.01,26.5,
121.44,24.01,27.2,
121.47,24.01,26.3,
121.5,24.01,26.0,
120.27,24.04,26.2,
120.3,24.04,26.3,
120.33,24.04,26.3,
120.36,24.04,26.3,
120.39,24.04,26.3,
120.42,24.04,27.4,
120.45,24.04,26.1,
120.48,24.04,25.3,
120.51,24.04,26.4,
120.54,24.04,26.4,
120.57,24.04,25.6,
120.6,24.04,25.5,
120.63,24.04,25.0,
120.66,24.04,23.9,
120.69,24.04,24.4,
120.72,24.04,24.4,
120.75,24.04,25.6,
120.78,24.04,24.0,
120.81,24.04,22.0,
120.84,24.04,23.9,
120.87,24.04,24.8,
120.9,24.04,16.7,
120.93,24.04,19.1,
120.96,24.04,21.5,
120.99,24.04,21.5,
121.02,24.04,22.9,
121.05,24.04,17.6,
121.08,24.04,21.4,
121.11,24.04,19.3,
121.14,24.04,14.5,
121.17,24.04,7.9,
121.2,24.04,17.9,
121.23,24.04,21.4,
121.26,24.04,19.0,
121.29,24.04,18.3,
121.32,24.04,20.0,
121.35,24.04,14.4,
121.38,24.04,16.7,
121.41,24.04,23.3,
121.44,24.04,22.7,
121.47,24.04,25.1,
120.3,24.07,25.9,
120.33,24.07,26.3,
120.36,24.07,26.4,
120.39,24.07,26.4,
120.42,24.07,26.4,
120.45,24.07,26.1,
120.48,24.07,26.5,
120.51,24.07,26.6,
120.54,24.07,25.8,
120.57,24.07,26.8,
120.6,24.07,26.6,
120.63,24.07,25.8,
120.66,24.07,25.2,
120.69,24.07,23.5,
120.72,24.07,23.0,
120.75,24.07,26.0,
120.78,24.07,25.4,
120.81,24.07,25.6,
120.84,24.07,26.3,
120.87,24.07,26.1,
120.9,24.07,24.3,
120.93,24.07,19.5,
120.96,24.07,21.9,
120.99,24.07,18.2,
121.02,24.07,22.0,
121.05,24.07,19.1,
121.08,24.07,21.5,
121.11,24.07,16.0,
121.14,24.07,14.7,
121.17,24.07,8.1,
121.2,24.07,11.6,
121.23,24.07,16.5,
121.26,24.07,14.2,
121.29,24.07,7.5,
121.32,24.07,12.3,
121.35,24.07,12.1,
121.38,24.07,17.0,
121.41,24.07,20.7,
121.44,24.07,25.0,
121.47,24.07,26.0,
120.33,24.1,26.4,
120.36,24.1,26.4,
120.39,24.1,26.5,
120.42,24.1,26.5,
120.45,24.1,26.5,
120.48,24.1,25.7,
120.51,24.1,26.7,
120.54,24.1,26.8,
120.57,24.1,28.1,
120.6,24.1,26.9,
120.63,24.1,23.6,
120.66,24.1,25.9,
120.69,24.1,24.6,
120.72,24.1,24.2,
120.75,24.1,25.3,
120.78,24.1,23.9,
120.81,24.1,25.0,
120.84,24.1,23.9,
120.87,24.1,24.9,
120.9,24.1,26.9,
120.93,24.1,25.4,
120.96,24.1,25.8,
120.99,24.1,24.3,
121.02,24.1,23.9,
121.05,24.1,17.9,
121.08,24.1,18.4,
121.11,24.1,21.6,
121.14,24.1,20.0,
121.17,24.1,16.0,
121.2,24.1,6.3,
121.23,24.1,9.7,
121.26,24.1,8.7,
121.29,24.1,8.4,
121.32,24.1,12.4,
121.35,24.1,9.3,
121.38,24.1,22.4,
121.41,24.1,22.5,
121.44,24.1,27.4,
121.47,24.1,26.8,
120.33,24.13,26.5,
120.36,24.13,26.5,
120.39,24.13,26.5,
120.42,24.13,26.6,
120.45,24.13,26.7,
120.48,24.13,26.4,
120.51,24.13,26.3,
120.54,24.13,26.7,
120.57,24.13,26.9,
120.6,24.13,26.8,
120.63,24.13,26.4,
120.66,24.13,26.1,
120.69,24.13,23.9,
120.72,24.13,22.0,
120.75,24.13,24.5,
120.78,24.13,24.1,
120.81,24.13,23.4,
120.84,24.13,23.2,
120.87,24.13,18.3,
120.9,24.13,18.0,
120.93,24.13,21.3,
120.96,24.13,22.0,
120.99,24.13,20.6,
121.02,24.13,22.9,
121.05,24.13,24.6,
121.08,24.13,23.0,
121.11,24.13,18.8,
121.14,24.13,11.1,
121.17,24.13,11.0,
121.2,24.13,12.5,
121.23,24.13,14.3,
121.26,24.13,17.0,
121.29,24.13,16.3,
121.32,24.13,13.4,
121.35,24.13,11.6,
121.38,24.13,15.8,
121.41,24.13,13.3,
121.44,24.13,21.0,
121.47,24.13,21.5,
121.5,24.13,26.5,
120.36,24.16,26.6,
120.39,24.16,26.6,
120.42,24.16,26.7,
120.45,24.16,24.8,
120.48,24.16,26.1,
120.51,24.16,26.5,
120.54,24.16,26.4,
120.57,24.16,26.5,
120.6,24.16,26.7,
120.63,24.16,26.0,
120.66,24.16,25.4,
120.69,24.16,25.1,
120.72,24.16,25.0,
120.75,24.16,24.8,
120.78,24.16,24.9,
120.81,24.16,24.6,
120.84,24.16,25.2,
120.87,24.16,21.4,
120.9,24.16,16.1,
120.93,24.16,10.2,
120.96,24.16,14.5,
120.99,24.16,13.0,
121.02,24.16,21.2,
121.05,24.16,23.4,
121.08,24.16,21.8,
121.11,24.16,14.5,
121.14,24.16,11.9,
121.17,24.16,13.0,
121.2,24.16,17.5,
121.23,24.16,18.0,
121.26,24.16,19.6,
121.29,24.16,22.0,
121.32,24.16,22.7,
121.35,24.16,19.9,
121.38,24.16,23.2,
121.41,24.16,24.9,
121.44,24.16,26.4,
121.47,24.16,27.7,
121.5,24.16,26.9,
120.39,24.19,26.7,
120.42,24.19,26.8,
120.45,24.19,26.0,
120.48,24.19,25.7,
120.51,24.19,26.6,
120.54,24.19,26.4,
120.57,24.19,26.4,
120.6,24.19,26.4,
120.63,24.19,26.0,
120.66,24.19,25.6,
120.69,24.19,24.0,
120.72,24.19,25.3,
120.75,24.19,23.3,
120.78,24.19,24.7,
120.81,24.19,24.7,
120.84,24.19,22.1,
120.87,24.19,20.5,
120.9,24.19,21.4,
120.93,24.19,16.4,
120.96,24.19,10.2,
120.99,24.19,15.3,
121.02,24.19,13.3,
121.05,24.19,20.2,
121.08,24.19,22.1,
121.11,24.19,13.9,
121.14,24.19,12.3,
121.17,24.19,10.2,
121.2,24.19,13.9,
121.23,24.19,16.5,
121.26,24.19,15.5,
121.29,24.19,18.3,
121.32,24.19,24.3,
121.35,24.19,25.0,
121.38,24.19,25.0,
121.41,24.19,22.8,
121.44,24.19,21.7,
121.47,24.19,24.6,
121.5,24.19,26.2,
120.39,24.22,26.8,
120.42,24.22,26.8,
120.45,24.22,26.7,
120.48,24.22,24.8,
120.51,24.22,26.1,
120.54,24.22,26.2,
120.57,24.22,25.9,
120.6,24.22,26.2,
120.63,24.22,25.3,
120.66,24.22,24.0,
120.69,24.22,24.6,
120.72,24.22,25.3,
120.75,24.22,23.9,
120.78,24.22,22.3,
120.81,24.22,17.9,
120.84,24.22,17.7,
120.87,24.22,21.8,
120.9,24.22,24.1,
120.93,24.22,24.5,
120.96,24.22,21.3,
120.99,24.22,16.3,
121.02,24.22,11.9,
121.05,24.22,12.0,
121.08,24.22,17.5,
121.11,24.22,14.1,
121.14,24.22,17.9,
121.17,24.22,17.4,
121.2,24.22,12.7,
121.23,24.22,10.3,
121.26,24.22,15.8,
121.29,24.22,18.7,
121.32,24.22,19.4,
121.35,24.22,25.0,
121.38,24.22,20.6,
121.41,24.22,18.2,
121.44,24.22,15.5,
121.47,24.22,15.4,
121.5,24.22,23.9,
121.53,24.22,21.4,
121.56,24.22,25.0,
120.42,24.25,26.9,
120.45,24.25,26.9,
120.48,24.25,25.5,
120.51,24.25,25.8,
120.54,24.25,26.0,
120.57,24.25,26.1,
120.6,24.25,26.2,
120.63,24.25,25.4,
120.66,24.25,23.9,
120.69,24.25,25.8,
120.72,24.25,25.7,
120.75,24.25,25.1,
120.78,24.25,21.6,
120.81,24.25,18.3,
120.84,24.25,19.3,
120.87,24.25,19.3,
120.9,24.25,19.0,
120.93,24.25,21.3,
120.96,24.25,23.6,
120.99,24.25,23.1,
121.02,24.25,18.9,
121.05,24.25,21.9,
121.08,24.25,19.6,
121.11,24.25,14.1,
121.14,24.25,19.4,
121.17,24.25,13.8,
121.2,24.25,13.4,
121.23,24.25,9.5,
121.26,24.25,13.1,
121.29,24.25,13.7,
121.32,24.25,19.7,
121.35,24.25,22.0,
121.38,24.25,22.1,
121.41,24.25,15.9,
121.44,24.25,10.2,
121.47,24.25,17.9,
121.5,24.25,21.4,
121.53,24.25,15.1,
121.56,24.25,22.7,
120.42,24.28,27.0,
120.45,24.28,27.0,
120.48,24.28,26.2,
120.51,24.28,25.6,
120.54,24.28,25.9,
120.57,24.28,26.0,
120.6,24.28,26.0,
120.63,24.28,26.0,
120.66,24.28,26.3,
120.69,24.28,26.0,
120.72,24.28,25.5,
120.75,24.28,25.2,
120.78,24.28,25.2,
120.81,24.28,23.9,
120.84,24.28,21.0,
120.87,24.28,19.7,
120.9,24.28,13.2,
120.93,24.28,14.7,
120.96,24.28,20.3,
120.99,24.28,17.8,
121.02,24.28,18.8,
121.05,24.28,17.3,
121.08,24.28,19.6,
121.11,24.28,21.3,
121.14,24.28,21.2,
121.17,24.28,19.7,
121.2,24.28,10.2,
121.23,24.28,15.9,
121.26,24.28,9.6,
121.29,24.28,16.4,
121.32,24.28,15.3,
121.35,24.28,16.0,
121.38,24.28,21.6,
121.41,24.28,13.0,
121.44,24.28,15.7,
121.47,24.28,15.7,
121.5,24.28,14.7,
121.53,24.28,23.5,
121.56,24.28,26.7,
121.59,24.28,18.6,
121.62,24.28,27.2,
120.45,24.31,27.0,
120.48,24.31,26.8,
120.51,24.31,26.5,
120.54,24.31,25.8,
120.57,24.31,25.9,
120.6,24.31,26.5,
120.63,24.31,25.4,
120.66,24.31,26.0,
120.69,24.31,25.5,
120.72,24.31,25.4,
120.75,24.31,25.4,
120.78,24.31,21.7,
120.81,24.31,24.7,
120.84,24.31,23.5,
120.87,24.31,21.4,
120.9,24.31,16.3,
120.93,24.31,10.7,
120.96,24.31,8.9,
120.99,24.31,10.8,
121.02,24.31,13.1,
121.05,24.31,15.4,
121.08,24.31,11.8,
121.11,24.31,17.2,
121.14,24.31,20.2,
121.17,24.31,21.2,
121.2,24.31,19.4,
121.23,24.31,17.7,
121.26,24.31,13.9,
121.29,24.31,6.6,
121.32,24.31,10.8,
121.35,24.31,16.9,
121.38,24.31,15.2,
121.41,24.31,16.7,
121.44,24.31,17.7,
121.47,24.31,21.4,
121.5,24.31,16.1,
121.53,24.31,19.5,
121.56,24.31,23.3,
121.59,24.31,26.5,
121.62,24.31,28.4,
120.45,24.34,26.9,
120.48,24.34,26.9,
120.51,24.34,26.7,
120.54,24.34,26.3,
120.57,24.34,26.5,
120.6,24.34,26.2,
120.63,24.34,25.9,
120.66,24.34,25.6,
120.69,24.34,25.8,
120.72,24.34,26.0,
120.75,24.34,25.5,
120.78,24.34,24.0,
120.81,24.34,24.6,
120.84,24.34,21.7,
120.87,24.34,19.8,
120.9,24.34,21.0,
120.93,24.34,13.3,
120.96,24.34,10.3,
120.99,24.34,5.7,
121.02,24.34,7.3,
121.05,24.34,13.4,
121.08,24.34,6.2,
121.11,24.34,16.8,
121.14,24.34,18.0,
121.17,24.34,19.8,
121.2,24.34,18.2,
121.23,24.34,15.2,
121.26,24.34,15.9,
121.29,24.34,11.8,
121.32,24.34,7.8,
121.35,24.34,11.5,
121.38,24.34,11.8,
121.41,24.34,13.5,
121.44,24.34,22.2,
121.47,24.34,24.7,
121.5,24.34,26.2,
121.53,24.34,22.8,
121.56,24.34,28.3,
121.59,24.34,26.9,
121.62,24.34,28.3,
120.48,24.37,26.9,
120.51,24.37,26.9,
120.54,24.37,26.6,
120.57,24.37,26.6,
120.6,24.37,24.6,
120.63,24.37,24.3,
120.66,24.37,25.4,
120.69,24.37,23.6,
120.72,24.37,25.1,
120.75,24.37,25.7,
120.78,24.37,20.7,
120.81,24.37,21.1,
120.84,24.37,23.9,
120.87,24.37,23.2,
120.9,24.37,22.3,
120.93,24.37,15.5,
120.96,24.37,18.3,
120.99,24.37,11.7,
121.02,24.37,9.0,
121.05,24.37,7.5,
121.08,24.37,7.7,
121.11,24.37,8.5,
121.14,24.37,15.1,
121.17,24.37,17.7,
121.2,24.37,16.7,
121.23,24.37,17.0,
121.26,24.37,16.3,
121.29,24.37,11.9,
121.32,24.37,2.5,
121.35,24.37,9.0,
121.38,24.37,13.5,
121.41,24.37,17.1,
121.44,24.37,23.3,
121.47,24.37,19.4,
121.5,24.37,27.2,
121.53,24.37,25.8,
121.56,24.37,24.2,
121.59,24.37,16.8,
121.62,24.37,21.2,
121.65,24.37,27.7,
120.48,24.4,27.0,
120.51,24.4,27.0,
120.54,24.4,26.2,
120.57,24.4,26.7,
120.6,24.4,25.9,
120.63,24.4,24.3,
120.66,24.4,25.1,
120.69,24.4,25.3,
120.72,24.4,24.7,
120.75,24.4,25.6,
120.78,24.4,25.0,
120.81,24.4,23.7,
120.84,24.4,21.1,
120.87,24.4,22.9,
120.9,24.4,23.0,
120.93,24.4,15.6,
120.96,24.4,19.7,
120.99,24.4,13.3,
121.02,24.4,18.2,
121.05,24.4,14.3,
121.08,24.4,8.5,
121.11,24.4,5.1,
121.14,24.4,10.5,
121.17,24.4,14.8,
121.2,24.4,13.4,
121.23,24.4,18.1,
121.26,24.4,22.2,
121.29,24.4,17.1,
121.32,24.4,8.3,
121.35,24.4,16.6,
121.38,24.4,16.9,
121.41,24.4,20.4,
121.44,24.4,25.6,
121.47,24.4,26.3,
121.5,24.4,27.4,
121.53,24.4,22.3,
121.56,24.4,17.1,
121.59,24.4,19.3,
121.62,24.4,22.1,
121.65,24.4,25.7,
120.51,24.43,27.0,
120.54,24.43,26.9,
120.57,24.43,26.8,
120.6,24.43,26.5,
120.63,24.43,24.6,
120.66,24.43,24.7,
120.69,24.43,26.3,
120.72,24.43,23.8,
120.75,24.43,23.9,
120.78,24.43,24.0,
120.81,24.43,24.3,
120.84,24.43,17.0,
120.87,24.43,18.8,
120.9,24.43,19.0,
120.93,24.43,20.0,
120.96,24.43,21.0,
120.99,24.43,19.7,
121.02,24.43,17.7,
121.05,24.43,18.2,
121.08,24.43,16.7,
121.11,24.43,14.5,
121.14,24.43,6.8,
121.17,24.43,9.7,
121.2,24.43,12.6,
121.23,24.43,20.6,
121.26,24.43,23.3,
121.29,24.43,21.2,
121.32,24.43,14.4,
121.35,24.43,14.8,
121.38,24.43,20.7,
121.41,24.43,23.3,
121.44,24.43,17.9,
121.47,24.43,23.4,
121.5,24.43,25.8,
121.53,24.43,21.4,
121.56,24.43,25.9,
121.59,24.43,27.4,
121.62,24.43,27.7,
121.65,24.43,28.0,
120.54,24.46,27.0,
120.57,24.46,27.0,
120.6,24.46,26.7,
120.63,24.46,24.9,
120.66,24.46,25.8,
120.69,24.46,26.2,
120.72,24.46,26.5,
120.75,24.46,26.3,
120.78,24.46,25.5,
120.81,24.46,25.1,
120.84,24.46,24.4,
120.87,24.46,23.0,
120.9,24.46,16.7,
120.93,24.46,19.2,
120.96,24.46,17.9,
120.99,24.46,19.4,
121.02,24.46,15.0,
121.05,24.46,11.1,
121.08,24.46,11.0,
121.11,24.46,10.5,
121.14,24.46,8.0,
121.17,24.46,15.5,
121.2,24.46,12.3,
121.23,24.46,18.4,
121.26,24.46,23.8,
121.29,24.46,26.0,
121.32,24.46,23.6,
121.35,24.46,12.3,
121.38,24.46,14.4,
121.41,24.46,15.9,
121.44,24.46,20.1,
121.47,24.46,17.5,
121.5,24.46,21.2,
121.53,24.46,22.5,
121.56,24.46,25.1,
121.59,24.46,20.8,
121.62,24.46,24.4,
121.65,24.46,28.4,
121.68,24.46,26.4,
120.57,24.49,26.9,
120.6,24.49,26.7,
120.63,24.49,25.7,
120.66,24.49,26.4,
120.69,24.49,26.2,
120.72,24.49,26.5,
120.75,24.49,23.5,
120.78,24.49,25.5,
120.81,24.49,23.9,
120.84,24.49,19.5,
120.87,24.49,19.7,
120.9,24.49,18.5,
120.93,24.49,13.3,
120.96,24.49,16.9,
120.99,24.49,12.8,
121.02,24.49,16.7,
121.05,24.49,15.8,
121.08,24.49,14.4,
121.11,24.49,8.7,
121.14,24.49,10.3,
121.17,24.49,14.7,
121.2,24.49,16.8,
121.23,24.49,11.8,
121.26,24.49,20.4,
121.29,24.49,26.3,
121.32,24.49,23.5,
121.35,24.49,16.7,
121.38,24.49,18.8,
121.41,24.49,16.7,
121.44,24.49,18.1,
121.47,24.49,16.6,
121.5,24.49,19.5,
121.53,24.49,21.6,
121.56,24.49,18.4,
121.59,24.49,17.1,
121.62,24.49,21.9,
121.65,24.49,27.8,
121.68,24.49,24.7,
121.71,24.49,26.6,
120.6,24.52,25.3,
120.63,24.52,26.4,
120.66,24.52,26.2,
120.69,24.52,26.7,
120.72,24.52,26.6,
120.75,24.52,25.7,
120.78,24.52,25.6,
120.81,24.52,25.4,
120.84,24.52,22.9,
120.87,24.52,19.7,
120.9,24.52,17.3,
120.93,24.52,16.3,
120.96,24.52,19.1,
120.99,24.52,16.1,
121.02,24.52,17.2,
121.05,24.52,18.1,
121.08,24.52,12.1,
121.11,24.52,16.1,
121.14,24.52,14.9,
121.17,24.52,11.7,
121.2,24.52,17.3,
121.23,24.52,19.4,
121.26,24.52,16.4,
121.29,24.52,23.0,
121.32,24.52,26.7,
121.35,24.52,20.1,
121.38,24.52,22.4,
121.41,24.52,24.4,
121.44,24.52,17.2,
121.47,24.52,14.1,
121.5,24.52,19.8,
121.53,24.52,20.7,
121.56,24.52,20.1,
121.59,24.52,25.0,
121.62,24.52,27.1,
121.65,24.52,25.9,
121.68,24.52,27.7,
121.71,24.52,27.3,
120.6,24.55,26.2,
120.63,24.55,26.7,
120.66,24.55,26.1,
120.69,24.55,26.8,
120.72,24.55,26.8,
120.75,24.55,26.4,
120.78,24.55,24.6,
120.81,24.55,26.0,
120.84,24.55,24.2,
120.87,24.55,23.7,
120.9,24.55,22.7,
120.93,24.55,20.9,
120.96,24.55,21.0,
120.99,24.55,23.0,
121.02,24.55,22.0,
121.05,24.55,17.9,
121.08,24.55,11.9,
121.11,24.55,18.3,
121.14,24.55,13.3,
121.17,24.55,15.7,
121.2,24.55,15.9,
121.23,24.55,21.2,
121.26,24.55,17.4,
121.29,24.55,20.4,
121.32,24.55,26.1,
121.35,24.55,26.6,
121.38,24.55,21.0,
121.41,24.55,25.4,
121.44,24.55,19.5,
121.47,24.55,20.3,
121.5,24.55,20.8,
121.53,24.55,22.1,
121.56,24.55,23.0,
121.59,24.55,25.5,
121.62,24.55,24.2,
121.65,24.55,20.4,
121.68,24.55,22.2,
121.71,24.55,26.5,
121.74,24.55,28.3,|R3_lon_low_coverage
120.6,24.58,26.5,
120.63,24.58,26.6,
120.66,24.58,26.6,
120.69,24.58,26.9,
120.72,24.58,27.0,
120.75,24.58,26.1,
120.78,24.58,26.9,
120.81,24.58,26.6,
120.84,24.58,25.0,
120.87,24.58,25.5,
120.9,24.58,24.0,
120.93,24.58,22.0,
120.96,24.58,19.7,
120.99,24.58,24.7,
121.02,24.58,21.0,
121.05,24.58,16.0,
121.08,24.58,13.3,
121.11,24.58,20.2,
121.14,24.58,18.8,
121.17,24.58,13.9,
121.2,24.58,20.9,
121.23,24.58,17.4,
121.26,24.58,15.5,
121.29,24.58,19.5,
121.32,24.58,23.2,
121.35,24.58,26.8,
121.38,24.58,26.8,
121.41,24.58,25.9,
121.44,24.58,21.5,
121.47,24.58,23.6,
121.5,24.58,24.6,
121.53,24.58,23.1,
121.56,24.58,27.6,
121.59,24.58,26.3,
121.62,24.58,24.0,
121.65,24.58,26.3,
121.68,24.58,27.5,
121.71,24.58,28.4,
120.66,24.61,25.4,
120.69,24.61,26.4,
120.72,24.61,26.6,
120.75,24.61,26.7,
120.78,24.61,26.9,
120.81,24.61,26.9,
120.84,24.61,26.5,
120.87,24.61,24.1,
120.9,24.61,24.0,
120.93,24.61,22.5,
120.96,24.61,20.9,
120.99,24.61,24.3,
121.02,24.61,22.6,
121.05,24.61,19.8,
121.08,24.61,17.4,
121.11,24.61,14.1,
121.14,24.61,21.9,
121.17,24.61,22.5,
121.2,24.61,17.3,
121.23,24.61,15.7,
121.26,24.61,19.0,
121.29,24.61,20.2,
121.32,24.61,19.6,
121.35,24.61,22.0,
121.38,24.61,25.6,
121.41,24.61,27.7,
121.44,24.61,27.3,
121.47,24.61,26.2,
121.5,24.61,26.7,
121.53,24.61,26.9,
121.56,24.61,27.8,
121.59,24.61,27.3,
121.62,24.61,28.1,
121.65,24.61,27.7,
121.68,24.61,28.4,
121.71,24.61,28.3,
120.66,24.64,26.8,
120.69,24.64,26.6,
120.72,24.64,26.7,
120.75,24.64,26.9,
120.78,24.64,26.9,
120.81,24.64,27.0,
120.84,24.64,26.6,
120.87,24.64,26.5,
120.9,24.64,25.5,
120.93,24.64,24.1,
120.96,24.64,24.4,
120.99,24.64,26.4,
121.02,24.64,24.5,
121.05,24.64,18.7,
121.08,24.64,20.0,
121.11,24.64,19.3,
121.14,24.64,20.6,
121.17,24.64,23.1,
121.2,24.64,22.0,
121.23,24.64,18.4,
121.26,24.64,16.9,
121.29,24.64,23.9,
121.32,24.64,22.0,
121.35,24.64,19.4,
121.38,24.64,25.6,
121.41,24.64,25.5,
121.44,24.64,27.6,
121.47,24.64,27.6,
121.5,24.64,26.0,
121.53,24.64,25.1,
121.56,24.64,27.0,
121.59,24.64,28.2,
121.62,24.64,28.4,
121.65,24.64,28.2,
121.68,24.64,28.2,
121.71,24.64,28.3,
120.72,24.67,26.2,
120.75,24.67,26.9,
120.78,24.67,27.0,
120.81,24.67,27.1,
120.84,24.67,27.0,
120.87,24.67,26.8,
120.9,24.67,26.8,
120.93,24.67,26.4,
120.96,24.67,24.8,
120.99,24.67,26.3,
121.02,24.67,23.9,
121.05,24.67,21.1,
121.08,24.67,23.9,
121.11,24.67,23.1,
121.14,24.67,21.8,
121.17,24.67,21.3,
121.2,24.67,23.4,
121.23,24.67,24.7,
121.26,24.67,24.9,
121.29,24.67,22.0,
121.32,24.67,21.0,
121.35,24.67,13.9,
121.38,24.67,21.6,
121.41,24.67,22.6,
121.44,24.67,25.5,
121.47,24.67,27.2,
121.5,24.67,27.7,
121.53,24.67,25.3,
121.56,24.67,28.4,
121.59,24.67,28.4,
121.62,24.67,28.2,
121.65,24.67,28.1,
121.68,24.67,28.1,
121.71,24.67,28.4,
120.75,24.7,27.0,
120.78,24.7,27.2,
120.81,24.7,27.2,
120.84,24.7,26.7,
120.87,24.7,26.8,
120.9,24.7,26.7,
120.93,24.7,26.6,
120.96,24.7,26.2,
120.99,24.7,26.0,
121.02,24.7,26.1,
121.05,24.7,25.9,
121.08,24.7,25.9,
121.11,24.7,23.8,
121.14,24.7,19.9,
121.17,24.7,17.1,
121.2,24.7,17.9,
121.23,24.7,21.4,
121.26,24.7,25.4,
121.29,24.7,18.3,
121.32,24.7,16.0,
121.35,24.7,17.4,
121.38,24.7,20.9,
121.41,24.7,18.2,
121.44,24.7,24.3,
121.47,24.7,25.2,
121.5,24.7,27.5,
121.53,24.7,28.2,
121.56,24.7,28.3,
121.59,24.7,28.3,
121.62,24.7,28.2,
121.65,24.7,28.2,
121.68,24.7,28.0,
120.78,24.73,27.0,
120.81,24.73,27.2,
120.84,24.73,15.6,
120.87,24.73,27.1,
120.9,24.73,25.9,
120.93,24.73,26.5,
120.96,24.73,26.5,
120.99,24.73,26.6,
121.02,24.73,26.3,
121.05,24.73,26.1,
121.08,24.73,25.7,
121.11,24.73,25.2,
121.14,24.73,23.5,
121.17,24.73,19.5,
121.2,24.73,20.9,
121.23,24.73,26.0,
121.26,24.73,23.1,
121.29,24.73,20.4,
121.32,24.73,16.2,
121.35,24.73,21.9,
121.38,24.73,21.7,
121.41,24.73,18.7,
121.44,24.73,22.4,
121.47,24.73,21.3,
121.5,24.73,27.0,
121.53,24.73,26.5,
121.56,24.73,28.3,
121.59,24.73,28.4,
121.62,24.73,28.3,
121.65,24.73,28.5,
121.68,24.73,28.0,
120.81,24.76,27.1,
120.84,24.76,25.7,
120.87,24.76,26.0,
120.9,24.76,26.7,
120.93,24.76,26.7,
120.96,24.76,27.0,
120.99,24.76,26.0,
121.02,24.76,25.7,
121.05,24.76,25.4,
121.08,24.76,27.1,
121.11,24.76,26.5,
121.14,24.76,24.6,
121.17,24.76,21.4,
121.2,24.76,22.0,
121.23,24.76,26.4,
121.26,24.76,21.9,
121.29,24.76,16.9,
121.32,24.76,20.6,
121.35,24.76,23.5,
121.38,24.76,25.2,
121.41,24.76,24.3,
121.44,24.76,23.3,
121.47,24.76,23.0,
121.5,24.76,23.6,
121.53,24.76,26.6,
121.56,24.76,27.8,
121.59,24.76,28.3,
121.62,24.76,28.2,
121.65,24.76,28.0,
121.68,24.76,27.9,
120.81,24.79,27.1,
120.84,24.79,27.2,
120.87,24.79,27.1,
120.9,24.79,27.2,
120.93,24.79,27.2,
120.96,24.79,26.8,
120.99,24.79,24.8,
121.02,24.79,26.5,
121.05,24.79,26.9,
121.08,24.79,26.5,
121.11,24.79,25.6,
121.14,24.79,25.4,
121.17,24.79,25.8,
121.2,24.79,25.5,
121.23,24.79,24.3,
121.26,24.79,25.3,
121.29,24.79,22.5,
121.32,24.79,17.3,
121.35,24.79,21.4,
121.38,24.79,24.9,
121.41,24.79,19.6,
121.44,24.79,18.5,
121.47,24.79,19.7,
121.5,24.79,19.6,
121.53,24.79,26.4,
121.56,24.79,27.4,
121.59,24.79,28.0,
121.62,24.79,28.1,
121.65,24.79,27.9,
121.68,24.79,27.7,
120.81,24.82,27.1,
120.84,24.82,27.2,
120.87,24.82,27.3,
120.9,24.82,27.3,
120.93,24.82,27.3,
120.96,24.82,27.3,
120.99,24.82,27.2,
121.02,24.82,26.1,
121.05,24.82,25.7,
121.08,24.82,26.1,
121.11,24.82,26.5,
121.14,24.82,27.6,
121.17,24.82,26.8,
121.2,24.82,26.5,
121.23,24.82,26.0,
121.26,24.82,25.8,
121.29,24.82,21.6,
121.32,24.82,23.6,
121.35,24.82,21.0,
121.38,24.82,24.2,
121.41,24.82,24.9,
121.44,24.82,21.7,
